city,latitude,longitude,country,citycode,density,timezone
La Pyramide,47.4333,-0.4833,France,FR-R,625.7,Europe/Paris
La Cochette,45.2353,6.3497,France,FR-ARA,13.4,Europe/Paris
Saint-Valérien,46.5283,-0.9396,France,FR-R,34.5,Europe/Paris
Sciecq,46.3731,-0.471,France,FR-NAQ,148.6,Europe/Paris
Corneilla-del-Vercol,42.6245,2.9517,France,FR-OCC,487.9,Europe/Paris
Ménétréols-sous-Vatan,47.0156,1.8432,France,FR-F,4.2,Europe/Paris
Clermont,45.9706,5.907,France,FR-ARA,72.2,Europe/Paris
La Grange-au-Doyen,48.1184,3.3429,France,FR-BFC,138.5,Europe/Paris
La Châtaigneraie,46.6496,-0.7413,France,FR-R,323.6,Europe/Paris
Maxey-sur-Vaise,48.5386,5.6676,France,FR-GES,25.5,Europe/Paris
Antully,46.9036,4.4102,France,FR-BFC,21.2,Europe/Paris
Kerguen,47.9265,-4.3779,France,FR-E,45.5,Europe/Paris
Kerguen,48.0707,-3.6343,France,FR-E,27.3,Europe/Paris
La Cayolle,43.2294,5.4043,France,FR-U,1205.7,Europe/Paris
Chiatra,42.2911,9.4741,France,FR-H,27.4,Europe/Paris
Les Lagnys,46.9813,1.8149,France,FR-F,9.7,Europe/Paris
Villers,49.2331,1.4541,France,FR-NOR,196.2,Europe/Paris
Villers,49.75,1.7333,France,FR-NOR,15.8,Europe/Paris
Roupied,49.7499,1.7019,France,FR-NOR,15.8,Europe/Paris
Le Verdois,47.5216,2.6685,France,FR-F,9.9,Europe/Paris
Maudétour-en-Vexin,49.0996,1.7751,France,FR-J,35.9,Europe/Paris
Fauville-en-Caux,49.6526,0.592,France,FR-NOR,287.2,Europe/Paris
Conord,45.8901,3.5148,France,FR-ARA,153.6,Europe/Paris
Rest,47.9167,-4.2,France,FR-E,134.6,Europe/Paris
Trémauville,49.6674,0.5204,France,FR-NOR,41.9,Europe/Paris
Auchebie,45.4,2.2,France,FR-NAQ,6.5,Europe/Paris
Tresserre,42.5639,2.8299,France,FR-OCC,79.7,Europe/Paris
Les Issards,45.4474,3.7108,France,FR-ARA,41.5,Europe/Paris
Saint-Gervais,46.8541,3.5704,France,FR-BFC,12.2,Europe/Paris
Montmiral,45.1541,5.1481,France,FR-ARA,28.3,Europe/Paris
Tremblecourt,48.8059,5.9406,France,FR-GES,40.3,Europe/Paris
Le Fango,42.7039,9.4407,France,FR-H,2056.2,Europe/Paris
Dorans,47.5885,6.8385,France,FR-BFC,155.5,Europe/Paris
Vavincourt,48.8236,5.2077,France,FR-GES,32.1,Europe/Paris
Méry-sur-Oise,49.0588,2.1911,France,FR-J,972.9,Europe/Paris
Lacapelle-Livron,44.2669,1.7837,France,FR-OCC,13.9,Europe/Paris
Nod-sur-Seine,47.7667,4.5724,France,FR-BFC,10,Europe/Paris
Romenay,46.5021,5.069,France,FR-BFC,33.9,Europe/Paris
Romenay,46.9186,3.5524,France,FR-BFC,3,Europe/Paris
Chevaigné-du-Maine,48.437,-0.3877,France,FR-R,14.5,Europe/Paris
Les Grèves,48.5651,3.82,France,FR-GES,38.2,Europe/Paris
Ally,45.1742,2.3154,France,FR-ARA,27.4,Europe/Paris
Ally,45.1596,3.3142,France,FR-ARA,4.4,Europe/Paris
Coiffy-le-Bas,47.9146,5.6773,France,FR-GES,7.5,Europe/Paris
Jarjayes,44.5062,6.1103,France,FR-U,21.3,Europe/Paris
Hiersac,45.6685,0.0041,France,FR-NAQ,163,Europe/Paris
Ippécourt,49.0359,5.2108,France,FR-GES,10.1,Europe/Paris
Saint-Christophe-en-Boucherie,46.6786,2.123,France,FR-F,9.5,Europe/Paris
Le Chier,45.1065,4.486,France,FR-ARA,7.1,Europe/Paris
Le Chier,44.9882,3.6933,France,FR-ARA,3.7,Europe/Paris
Les Puits l’Évêque,48.1181,1.0658,France,FR-F,24.6,Europe/Paris
Hary,49.7857,3.9274,France,FR-HDF,19.9,Europe/Paris
Ennetières-en-Weppes,50.6353,2.9401,France,FR-HDF,102.5,Europe/Paris
Berthes,47.4866,3.0212,France,FR-BFC,14.3,Europe/Paris
Chaumont,46.8453,2.7534,France,FR-F,20.7,Europe/Paris
Sainte-Thècle,43.7683,7.3666,France,FR-U,171.9,Europe/Paris
Négron,47.4134,0.9546,France,FR-F,172.3,Europe/Paris
Villegéneray,47.4388,3.1256,France,FR-BFC,12.8,Europe/Paris
Bussiereix,45.9316,0.8505,France,FR-NAQ,23.4,Europe/Paris
Tornac,44.0229,3.9971,France,FR-OCC,50.1,Europe/Paris
La Babinais,47.3086,-1.9039,France,FR-R,40.3,Europe/Paris
Pas-de-Jeu,46.9753,-0.0428,France,FR-NAQ,36.7,Europe/Paris
La Baroche-sous-Lucé,48.543,-0.5792,France,FR-NOR,15.6,Europe/Paris
Rouessé-Fontaine,48.3224,0.1502,France,FR-R,21,Europe/Paris
Villebret,46.2668,2.6386,France,FR-ARA,93.5,Europe/Paris
Montbolo,42.4853,2.6538,France,FR-OCC,9.9,Europe/Paris
Roumagne,44.6186,0.3378,France,FR-NAQ,53.6,Europe/Paris
Mazeley,48.2422,6.3389,France,FR-GES,23.4,Europe/Paris
Cabanac-Cazaux,43.034,0.7394,France,FR-OCC,32,Europe/Paris
Cuhon,46.7571,0.0964,France,FR-NAQ,25.2,Europe/Paris
Saint-Seurin-de-Palenne,45.6259,-0.5155,France,FR-NAQ,37.8,Europe/Paris
Saint-Georges-de-Baroille,45.8493,4.1309,France,FR-ARA,21.8,Europe/Paris
Les Îles,46.3333,2.6,France,FR-ARA,1782.4,Europe/Paris
Les Îles,45.182,5.6972,France,FR-ARA,1046.3,Europe/Paris
Mézières,48.3576,2.4343,France,FR-J,27.7,Europe/Paris
Pessat,45.9144,3.1566,France,FR-ARA,199.1,Europe/Paris
Berrie,47.0675,-0.0679,France,FR-NAQ,15.4,Europe/Paris
Arbusigny,46.0932,6.2186,France,FR-ARA,97,Europe/Paris
Causse-de-la-Selle,43.8043,3.648,France,FR-OCC,7.8,Europe/Paris
Les Jarres,45.263,5.9327,France,FR-ARA,547.6,Europe/Paris
Schalbach,48.8228,7.1711,France,FR-GES,23.8,Europe/Paris
La Bâtie-Divisin,45.5103,5.5979,France,FR-ARA,87.1,Europe/Paris
Beaumont-du-Lac,45.7712,1.8349,France,FR-NAQ,7.3,Europe/Paris
Gumery,48.4483,3.4316,France,FR-GES,21.3,Europe/Paris
Saint-Laurent-sur-Manoire,45.1485,0.7949,France,FR-NAQ,90.6,Europe/Paris
Maizières-lès-Vic,48.7192,6.7761,France,FR-GES,22.2,Europe/Paris
Réez-Fosse-Martin,49.107,2.933,France,FR-HDF,27,Europe/Paris
Chevinay,45.7702,4.6077,France,FR-ARA,67,Europe/Paris
Hombières,48.2992,1.6228,France,FR-F,15.3,Europe/Paris
Lannuzel,48.3887,-4.2652,France,FR-E,74.9,Europe/Paris
Campu,42.8969,9.4378,France,FR-H,22.3,Europe/Paris
Nagel-Séez-Mesnil,48.9211,0.9471,France,FR-NOR,29.9,Europe/Paris
Apprieu,45.3959,5.4999,France,FR-ARA,224.2,Europe/Paris
Naucelle,44.198,2.3417,France,FR-OCC,93.1,Europe/Paris
Loiré,47.6148,-0.9789,France,FR-R,26.8,Europe/Paris
Gouellet Leuhan,48.0833,-3.8167,France,FR-E,60.7,Europe/Paris
Lomprat,45.5304,2.9753,France,FR-ARA,13.7,Europe/Paris
Grand Ceriseaux,48.1853,2.7763,France,FR-J,213.9,Europe/Paris
Bédeille,43.348,-0.1011,France,FR-NAQ,48,Europe/Paris
Crusnes,49.4341,5.9156,France,FR-GES,269,Europe/Paris
Pommier,44.914,1.5605,France,FR-OCC,31.4,Europe/Paris
La Champ,45.0844,2.9615,France,FR-ARA,13.9,Europe/Paris
Sauveterre-de-Guyenne,44.6929,-0.0863,France,FR-NAQ,56,Europe/Paris
Ardent,46.132,1.1577,France,FR-NAQ,16.2,Europe/Paris
Othe,49.4949,5.4423,France,FR-GES,10.8,Europe/Paris
Lucelle,47.4203,7.2447,France,FR-GES,25.6,Europe/Zurich
Saint-Léger-sur-Bonneville,49.2877,0.3335,France,FR-NOR,43.6,Europe/Paris
Propriano,41.6759,8.9041,France,FR-H,175.7,Europe/Paris
Vialleix,46.0838,3.0773,France,FR-ARA,24.8,Europe/Paris
Cernon,45.4712,5.9879,France,FR-ARA,98.9,Europe/Paris
Saint-Pierre-de-Cormeilles,49.2355,0.3836,France,FR-NOR,33.6,Europe/Paris
Beaumont-de-Lomagne,43.883,0.9877,France,FR-OCC,83.8,Europe/Paris
Coclois,48.4738,4.3376,France,FR-GES,33.7,Europe/Paris
Tessonnière,46.813,-0.1914,France,FR-NAQ,21.8,Europe/Paris
La Harmoye,48.3359,-2.9616,France,FR-E,25,Europe/Paris
Baliros,43.2277,-0.3062,France,FR-NAQ,101,Europe/Paris
Donzacq,43.6567,-0.8038,France,FR-NAQ,40.8,Europe/Paris
Trézelan,48.6496,-3.2577,France,FR-E,130,Europe/Paris
Gimouille,46.9422,3.0859,France,FR-BFC,33.5,Europe/Paris
Callian,43.6221,6.7527,France,FR-U,141.1,Europe/Paris
Jean-Jean,43.9073,5.4371,France,FR-U,256.7,Europe/Paris
Les Bernards,44.5333,6.3167,France,FR-U,56,Europe/Paris
Les Girards,44.234,5.3213,France,FR-ARA,6,Europe/Paris
Becquincourt,49.9101,2.816,France,FR-HDF,61,Europe/Paris
Guiler-sur-Goyen,48.0157,-4.3593,France,FR-E,46.6,Europe/Paris
Tabaille,43.3605,-0.9042,France,FR-NAQ,12.8,Europe/Paris
Listrac-de-Durèze,44.7621,0.0452,France,FR-NAQ,44.7,Europe/Paris
Hauterive,44.4299,0.5812,France,FR-NAQ,74.8,Europe/Paris
Kerandreau,48.049,-3.7219,France,FR-E,44.3,Europe/Paris
Les Alleuds,47.3187,-0.4075,France,FR-R,98.7,Europe/Paris
Les Bernards,46.7482,1.4932,France,FR-F,17.2,Europe/Paris
Vélu,50.1076,2.9718,France,FR-HDF,43.7,Europe/Paris
Saint-Mesmin,46.7937,-0.7338,France,FR-R,70.1,Europe/Paris
Mallet Petit,46.488,2.2426,France,FR-F,10.2,Europe/Paris
Château-d’Olonne,46.5038,-1.741,France,FR-R,426.6,Europe/Paris
Saint-Savournin,43.4064,5.5274,France,FR-U,642,Europe/Paris
Bouillac,44.5744,2.1629,France,FR-OCC,55,Europe/Paris
Bouillac,43.8427,1.1186,France,FR-OCC,20.9,Europe/Paris
Prenois,47.376,4.8966,France,FR-BFC,25.5,Europe/Paris
Ouve-Wirquin,50.6478,2.1371,France,FR-HDF,108.3,Europe/Paris
Buteau,48.1534,2.6622,France,FR-J,22.5,Europe/Paris
Monestier,45.1986,4.5312,France,FR-ARA,12.2,Europe/Paris
Monestier,46.2557,3.1135,France,FR-ARA,8.8,Europe/Paris
Espeyroux,44.7625,1.923,France,FR-OCC,11.8,Europe/Paris
Les Chabannes,44.0939,5.9495,France,FR-U,30.3,Europe/Paris
Brinckheim,47.6261,7.4583,France,FR-GES,166.1,Europe/Paris
Tarnos,43.5406,-1.4613,France,FR-NAQ,501.9,Europe/Paris
Les Joncheries,48.3003,3.0058,France,FR-J,19.7,Europe/Paris
Arbignieu,45.7285,5.6496,France,FR-ARA,37.4,Europe/Paris
Herly,50.548,1.9853,France,FR-HDF,19.2,Europe/Paris
Herly,49.757,2.8743,France,FR-HDF,12.8,Europe/Paris
La Trinité-Langonnet,48.162,-3.4512,France,FR-E,22.4,Europe/Paris
Les Aubués,47.1104,3.0825,France,FR-BFC,55.8,Europe/Paris
Bessey-en-Chaume,47.0806,4.7429,France,FR-BFC,10.9,Europe/Paris
Crouseilles,43.5247,-0.0893,France,FR-NAQ,19.9,Europe/Paris
L’Age Martin,45.6272,0.378,France,FR-NAQ,61.2,Europe/Paris
Roquedur le Haut,43.9743,3.6569,France,FR-OCC,20.9,Europe/Paris
Maisod,46.478,5.6882,France,FR-BFC,45.5,Europe/Paris
Luplanté,48.3003,1.3991,France,FR-F,26.7,Europe/Paris
Saint-Gal,45.0258,3.2097,France,FR-ARA,11.1,Europe/Paris
Le Vialard,45.0534,1.8674,France,FR-NAQ,18.8,Europe/Paris
La Pinolie,45.1638,0.9919,France,FR-NAQ,22.9,Europe/Paris
Bonas,43.7795,0.4132,France,FR-OCC,15.1,Europe/Paris
Nestier,43.0626,0.4792,France,FR-OCC,34.1,Europe/Paris
Tachoires,43.4722,0.6645,France,FR-OCC,10.3,Europe/Paris
Campénéac,47.9581,-2.2948,France,FR-E,32,Europe/Paris
Montferrand-du-Périgord,44.7505,0.8663,France,FR-NAQ,13.3,Europe/Paris
Vermenton,47.6646,3.735,France,FR-BFC,45.5,Europe/Paris
Franqueville,50.0956,2.1056,France,FR-HDF,35.8,Europe/Paris
Franqueville,49.81,3.8098,France,FR-HDF,32.1,Europe/Paris
Marcollange,45.85,2.5333,France,FR-ARA,10.6,Europe/Paris
Le Chaussendent,44.8167,6.2,France,FR-U,0.9,Europe/Paris
Mortagne,48.2706,6.7532,France,FR-GES,8.8,Europe/Paris
Armancourt,49.3729,2.7658,France,FR-HDF,292.6,Europe/Paris
Armancourt,49.6777,2.7115,France,FR-HDF,9.4,Europe/Paris
Saint-Martin-le-Pin,45.5549,0.6142,France,FR-NAQ,18.2,Europe/Paris
Alboussière,44.9441,4.7288,France,FR-ARA,56.6,Europe/Paris
Wahagnies,50.4866,3.0345,France,FR-HDF,426.7,Europe/Paris
Hérouville,49.1013,2.1324,France,FR-J,72.2,Europe/Paris
Arsilhac,45.1875,4.071,France,FR-ARA,52.2,Europe/Paris
Rochesson,48.0219,6.7872,France,FR-GES,33,Europe/Paris
Pont-Melvez,48.4606,-3.3066,France,FR-E,30.1,Europe/Paris
Daignac,44.7997,-0.2491,France,FR-NAQ,91.4,Europe/Paris
Canet-de-Salars,44.2353,2.7533,France,FR-OCC,14.1,Europe/Paris
Heiteren,47.9702,7.54,France,FR-GES,44.7,Europe/Paris
Lamensans,43.7786,-0.3358,France,FR-NAQ,24.6,Europe/Paris
Pissot,45.0636,0.6722,France,FR-NAQ,26.7,Europe/Paris
Le Péage,45.7976,0.4166,France,FR-NAQ,78.3,Europe/Paris
Westhouse-Marmoutier,48.6857,7.45,France,FR-GES,66.7,Europe/Paris
Meymans,45.0159,5.1481,France,FR-ARA,42.2,Europe/Paris
Drocourt,49.0571,1.7669,France,FR-J,134.8,Europe/Paris
Saint-Just-Chaleyssin,45.5942,4.9985,France,FR-ARA,196,Europe/Paris
Beaucourt-sur-l’Hallue,49.9898,2.444,France,FR-HDF,48.3,Europe/Paris
Saint-Sériès,43.7319,4.1055,France,FR-OCC,255.6,Europe/Paris
Mardié,47.8862,2.0575,France,FR-F,160.4,Europe/Paris
Landrévarzec,48.09,-4.0619,France,FR-E,84.7,Europe/Paris
Neuville-les-Dames,46.1623,5.0067,France,FR-ARA,66.1,Europe/Paris
Gosnay,50.5062,2.589,France,FR-HDF,454.4,Europe/Paris
Mas d’Allègre,44.1966,4.262,France,FR-OCC,34.6,Europe/Paris
Demange-aux-Eaux,48.5816,5.4601,France,FR-GES,22.2,Europe/Paris
La Géraudais,47.4141,-2.0614,France,FR-R,200.9,Europe/Paris
Ferrières-lès-Ray,47.5799,5.8031,France,FR-BFC,12.4,Europe/Paris
Saint-Agnin-sur-Bion,45.5395,5.2369,France,FR-ARA,92.3,Europe/Paris
Sioniac,44.9745,1.8126,France,FR-NAQ,26.2,Europe/Paris
Coispéan,47.3654,-2.4642,France,FR-R,271,Europe/Paris
Juillenay,47.3601,4.2757,France,FR-BFC,10.4,Europe/Paris
Tesson,45.6326,-0.6529,France,FR-NAQ,98.6,Europe/Paris
Cazin,48.5754,-3.6505,France,FR-E,77.7,Europe/Paris
Belverne,47.6318,6.6502,France,FR-BFC,20.2,Europe/Paris
Rosheim,48.497,7.4698,France,FR-GES,162.5,Europe/Paris
Martinfontaine,49.3925,5.7751,France,FR-GES,21.4,Europe/Paris
Belinay,45.029,2.8387,France,FR-ARA,9.8,Europe/Paris
Le Villars,46.5311,4.9304,France,FR-BFC,50.7,Europe/Paris
Sanxay,46.4936,-0.0077,France,FR-NAQ,19.3,Europe/Paris
Cocherel,48.6651,0.8923,France,FR-F,14.8,Europe/Paris
Lanvéoc,48.2861,-4.4624,France,FR-E,125.4,Europe/Paris
Crévoux,44.5475,6.6069,France,FR-U,3.2,Europe/Paris
Cocherel,49.0214,3.103,France,FR-J,80.7,Europe/Paris
Vacquenoux,48.484,7.1812,France,FR-GES,223.6,Europe/Paris
Saint-Pierre-lès-Nemours,48.2673,2.6797,France,FR-J,253,Europe/Paris
Les Chaises,48.5696,1.3973,France,FR-F,46.7,Europe/Paris
Le Vernet-Saint-Esprit,42.7109,2.8872,France,FR-OCC,1830,Europe/Paris
Goas,43.815,0.9622,France,FR-OCC,18.7,Europe/Paris
Les Chaises,48.6449,1.6916,France,FR-J,68.9,Europe/Paris
Les Chaises,48.5486,3.4526,France,FR-J,41.6,Europe/Paris
Les Chaises,48.4859,3.3568,France,FR-J,39.2,Europe/Paris
Les Chaises,48.5657,3.2266,France,FR-J,5.9,Europe/Paris
Montcléra,44.6199,1.2105,France,FR-OCC,12.5,Europe/Paris
Étroussat,46.2186,3.2211,France,FR-ARA,60,Europe/Paris
Mauvaisin,43.3546,1.5497,France,FR-OCC,19.3,Europe/Paris
Noeux-lès-Auxi,50.2355,2.174,France,FR-HDF,27.3,Europe/Paris
Avelesges,49.9165,1.9366,France,FR-HDF,9.4,Europe/Paris
Riom-ès-Montagnes,45.2821,2.6597,France,FR-ARA,56.3,Europe/Paris
Herm,43.8074,-1.1445,France,FR-NAQ,22.7,Europe/Paris
Saint-Martin-aux-Chartrains,49.3133,0.1615,France,FR-NOR,79.7,Europe/Paris
Le Sourn,48.0427,-2.9891,France,FR-E,130.6,Europe/Paris
Violles,43.7282,-0.1541,France,FR-OCC,19.8,Europe/Paris
Le Bâtiment,47.935,-2.8913,France,FR-E,37.4,Europe/Paris
Saint-André-de-Cubzac,44.9948,-0.4465,France,FR-NAQ,485.2,Europe/Paris
Saint-Philbert-du-Peuple,47.3929,-0.0441,France,FR-R,86.7,Europe/Paris
Bouafles,49.2131,1.388,France,FR-NOR,59,Europe/Paris
Montgaillard,42.9354,1.6335,France,FR-OCC,169.9,Europe/Paris
Montgaillard,43.1244,0.1081,France,FR-OCC,79.7,Europe/Paris
Montgaillard,43.9089,1.5948,France,FR-OCC,23.6,Europe/Paris
Montgaillard,43.933,0.8766,France,FR-OCC,11.3,Europe/Paris
Montgaillard,42.9105,2.6246,France,FR-OCC,3.6,Europe/Paris
Le Villard de Sangot,45.5574,6.693,France,FR-ARA,51,Europe/Paris
Sagelat,44.7835,1.0156,France,FR-NAQ,50.9,Europe/Paris
Jouancy,48.2429,3.3079,France,FR-BFC,70.9,Europe/Paris
Jouancy,47.6827,4.0328,France,FR-BFC,9.7,Europe/Paris
Regnéville-sur-Mer,49.0081,-1.5533,France,FR-NOR,86,Europe/Paris
Rapevache,45.5036,0.627,France,FR-NAQ,49.9,Europe/Paris
Rocroi,49.9244,4.5211,France,FR-GES,47.2,Europe/Paris
Oust,42.875,1.2152,France,FR-OCC,29.1,Europe/Paris
Nisnisan,48.487,-2.2101,France,FR-E,46.7,Europe/Paris
Wihr-en-Plaine,48.0838,7.4102,France,FR-GES,538.9,Europe/Paris
Saint-Grégoire-du-Vièvre,49.2439,0.6348,France,FR-NOR,38.5,Europe/Paris
La Forge,46.4078,2.2231,France,FR-NAQ,13.3,Europe/Paris
Saint-Cyr-les-Colons,47.7419,3.7384,France,FR-BFC,13.8,Europe/Paris
Simandres,45.6196,4.8731,France,FR-ARA,194.4,Europe/Paris
Ronchaux,47.0518,5.8983,France,FR-BFC,21.1,Europe/Paris
Pont-du-Rastel,44.3147,3.9671,France,FR-OCC,51.7,Europe/Paris
Mirville,49.6089,0.4425,France,FR-NOR,67.9,Europe/Paris
Faverolles-et-Coëmy,49.2355,3.7931,France,FR-GES,99.8,Europe/Paris
Thiville,48.026,1.3747,France,FR-F,13.1,Europe/Paris
Aboën,45.4135,4.1322,France,FR-ARA,46.1,Europe/Paris
Talence,44.8,-0.584,France,FR-NAQ,5419.4,Europe/Paris
Commeaux,48.7854,-0.1139,France,FR-NOR,21.6,Europe/Paris
Chelles,49.3543,3.0345,France,FR-HDF,57.9,Europe/Paris
Pardellières,45.8,2.5667,France,FR-ARA,6.4,Europe/Paris
Lempzours,45.361,0.8183,France,FR-NAQ,16.7,Europe/Paris
Leurville,48.3277,5.3834,France,FR-GES,8.6,Europe/Paris
Ouestreville,48.306,1.9809,France,FR-J,145.9,Europe/Paris
Pradeaux,46.3167,2.2333,France,FR-NAQ,25.8,Europe/Paris
Brunvillers-la-Motte,49.55,2.45,France,FR-HDF,49.4,Europe/Paris
Connelles,49.2561,1.273,France,FR-NOR,52.6,Europe/Paris
Bougy,49.1103,-0.5248,France,FR-NOR,218.7,Europe/Paris
Mesnil-sous-Vienne,49.3857,1.667,France,FR-NOR,28.9,Europe/Paris
Montureux-et-Prantigny,47.5015,5.6379,France,FR-BFC,19,Europe/Paris
Les Grisonnières,48.3,0.95,France,FR-F,19.7,Europe/Paris
Gagnac-sur-Garonne,43.7009,1.3756,France,FR-OCC,884.2,Europe/Paris
Le Bauchet,47.4017,3.4629,France,FR-BFC,13.2,Europe/Paris
Sode,42.8159,0.6154,France,FR-OCC,38.4,Europe/Paris
Foucart,49.6127,0.5966,France,FR-NOR,87.8,Europe/Paris
Saint-Pierre-Chérignat,45.9743,1.608,France,FR-NAQ,7.1,Europe/Paris
Grange Bertin,48.0903,3.4446,France,FR-BFC,22.5,Europe/Paris
Bouray-sur-Juine,48.5198,2.3,France,FR-J,261.5,Europe/Paris
Chataignol,45.5499,1.4137,France,FR-NAQ,17.5,Europe/Paris
Gouttières,46.0625,2.7692,France,FR-ARA,13,Europe/Paris
Chantérac,45.1732,0.4452,France,FR-NAQ,31.3,Europe/Paris
Madranges,45.475,1.7904,France,FR-NAQ,15.8,Europe/Paris
Saint-Péver,48.4814,-3.1025,France,FR-E,28.1,Europe/Paris
Ormoy-le-Davien,49.1954,2.9594,France,FR-HDF,101.8,Europe/Paris
Pont de Labarde,45.0209,-0.6401,France,FR-NAQ,133.4,Europe/Paris
Valdampierre,49.304,2.0526,France,FR-HDF,106.9,Europe/Paris
Le Beau-Fournier,49.8543,0.9242,France,FR-NOR,190.9,Europe/Paris
Saint-Porchaire,45.821,-0.7841,France,FR-NAQ,108,Europe/Paris
Saint-Porchaire,46.8548,-0.4518,France,FR-NAQ,104.9,Europe/Paris
Saint-Denis-sur-Coise,45.6141,4.4252,France,FR-ARA,51.8,Europe/Paris
Neuilly-sur-Marne,48.8537,2.549,France,FR-J,4904.1,Europe/Paris
Lusignan-Grand,44.2435,0.5166,France,FR-NAQ,78.8,Europe/Paris
Vieux Molini,41.8575,8.8069,France,FR-H,43,Europe/Paris
Auquemesnil,49.946,1.3328,France,FR-NOR,53.8,Europe/Paris
Saint-Jean-du-Cardonnay,49.5046,1.0114,France,FR-NOR,177.5,Europe/Paris
Vaucluse,44.3773,5.6114,France,FR-U,4.6,Europe/Paris
Unterste Muehle,49.0214,7.2635,France,FR-GES,79.1,Europe/Paris
La Chapelle-au-Riboul,48.318,-0.4345,France,FR-R,41.7,Europe/Paris
Pont à Chaussy,49.1096,6.3825,France,FR-GES,208.7,Europe/Paris
Saint-Fiacre,48.5667,-3.8167,France,FR-E,381.4,Europe/Paris
Saint-Fiacre,48.2833,-4.5333,France,FR-E,93.9,Europe/Paris
Saint-Fiacre,48.0167,-3.4833,France,FR-E,82.3,Europe/Paris
Saint-Fiacre,48.4616,-3.0604,France,FR-E,25.3,Europe/Paris
Randol,45.6422,3.0665,France,FR-ARA,22.8,Europe/Paris
La Bretonne,49.6667,-1.2601,France,FR-NOR,1195.2,Europe/Paris
Saint-Fiacre,48.9233,2.9556,France,FR-J,137.1,Europe/Paris
Saint-Fiacre,48.4865,2.2088,France,FR-J,100.2,Europe/Paris
Crosey-le-Petit,47.3517,6.4836,France,FR-BFC,13.5,Europe/Paris
Champlost,48.0267,3.669,France,FR-BFC,35.5,Europe/Paris
Cassagnabère-Tournas,43.2278,0.7909,France,FR-OCC,16.8,Europe/Paris
Vinabineau,46.5137,2.2277,France,FR-F,10.2,Europe/Paris
Lamaud,45.1497,0.3678,France,FR-NAQ,40.8,Europe/Paris
Liffol-le-Grand,48.3177,5.5812,France,FR-GES,67.2,Europe/Paris
Saint-Laurent-du-Verdon,43.724,6.0676,France,FR-U,11.1,Europe/Paris
Friburge,45.4548,6.7604,France,FR-ARA,9.3,Europe/Paris
Pluherlin,47.6964,-2.3633,France,FR-E,43.6,Europe/Paris
Juvrecourt,48.7428,6.5641,France,FR-GES,11.4,Europe/Paris
Angoulins,46.1046,-1.1098,France,FR-NAQ,484.1,Europe/Paris
Refourgan,45.2715,3.8154,France,FR-ARA,20.5,Europe/Paris
Les Bouneaux,46.6087,0.6001,France,FR-NAQ,51.9,Europe/Paris
Molines-en-Champsaur,44.75,6.1167,France,FR-U,3.7,Europe/Paris
Sommaing,50.2664,3.5004,France,FR-HDF,160.6,Europe/Paris
Le Glas,45.63,4.6218,France,FR-ARA,123.8,Europe/Paris
Vouciennes,48.8462,4.4511,France,FR-GES,43.3,Europe/Paris
Le Potin,47.2958,3.2433,France,FR-BFC,12.6,Europe/Paris
Le Moulin,47.2831,3.2103,France,FR-BFC,12.6,Europe/Paris
Bourget,44.9505,4.3719,France,FR-ARA,61.2,Europe/Paris
Giens,43.04,6.1383,France,FR-U,428.7,Europe/Paris
Corsept,47.2768,-2.0606,France,FR-R,132.5,Europe/Paris
L’Aireau,47.3069,0.4016,France,FR-F,111.8,Europe/Paris
Bosc-Asselin,49.5505,1.4483,France,FR-NOR,28.8,Europe/Paris
Courtines,45.0082,2.9809,France,FR-ARA,33.6,Europe/Paris
Navilly,46.9347,5.145,France,FR-BFC,42,Europe/Paris
Onnex,45.9411,6.1681,France,FR-ARA,724.1,Europe/Paris
Vendresse-Beaulne,49.4277,3.6671,France,FR-HDF,14.9,Europe/Paris
Buzet-sur-Tarn,43.7791,1.6328,France,FR-OCC,102.4,Europe/Paris
Le Mesnil,49.5073,0.5369,France,FR-NOR,627.3,Europe/Paris
Le Mesnil,49.4957,1.1613,France,FR-NOR,312.9,Europe/Paris
Le Mesnil,49.2179,1.2437,France,FR-NOR,228.2,Europe/Paris
Le Mesnil,49.4606,0.9566,France,FR-NOR,122.2,Europe/Paris
Le Mesnil,49.5449,0.8103,France,FR-NOR,94.3,Europe/Paris
Le Mesnil,49.5889,0.6895,France,FR-NOR,81.8,Europe/Paris
Le Mesnil,49.5651,1.0962,France,FR-NOR,76.2,Europe/Paris
Le Mesnil,49.5001,1.7063,France,FR-NOR,73.6,Europe/Paris
Le Mesnil,49.6279,1.476,France,FR-NOR,36.8,Europe/Paris
Le Mesnil,48.7004,0.697,France,FR-NOR,22.5,Europe/Paris
Neulles,45.5037,-0.4174,France,FR-NAQ,25.1,Europe/Paris
Molincourt,49.1832,1.6355,France,FR-NOR,39.4,Europe/Paris
Niederlarg,47.5178,7.2104,France,FR-GES,116.7,Europe/Paris
Margat,44.2629,2.1844,France,FR-OCC,19.5,Europe/Paris
Coignières,48.7501,1.9208,France,FR-J,609.4,Europe/Paris
Fadainville,48.5831,1.4135,France,FR-F,33.7,Europe/Paris
Chambon-Sainte-Croix,46.3554,1.7744,France,FR-NAQ,14.3,Europe/Paris
Le Caroff,48.2272,-3.6308,France,FR-E,25.8,Europe/Paris
Varennes-sur-Allier,46.3132,3.4015,France,FR-ARA,141.9,Europe/Paris
Sancy,47.1726,3.4483,France,FR-BFC,4.1,Europe/Paris
