city,latitude,longitude,country,citycode,density,timezone
Dornecy,47.4361,3.5848,France,FR-BFC,32.4,Europe/Paris
Flavignac,45.7041,1.0921,France,FR-NAQ,34.5,Europe/Paris
Vellexon-Queutey-et-Vaudey,47.561,5.8054,France,FR-BFC,20.7,Europe/Paris
Bourgogne,49.3496,4.0711,France,FR-GES,77.7,Europe/Paris
Bourgogne,48.9357,5.107,France,FR-GES,16.3,Europe/Paris
Trelins,45.7283,4.0074,France,FR-ARA,75.9,Europe/Paris
Épertully,46.9424,4.6057,France,FR-BFC,19.8,Europe/Paris
Dagneux,45.852,5.0745,France,FR-ARA,625.2,Europe/Paris
Le Village,48.7463,3.6196,France,FR-GES,29,Europe/Paris
Lano,42.3815,9.2474,France,FR-H,2.7,Europe/Paris
Chappe,48.5835,1.2024,France,FR-F,15.9,Europe/Paris
Saint-Michel-de-Plélan,48.466,-2.2146,France,FR-E,48.5,Europe/Paris
Saint-Lubin-des-Joncherets,48.7667,1.2167,France,FR-F,79.5,Europe/Paris
Jabouley,45.5667,4.5167,France,FR-ARA,77.7,Europe/Paris
Montbron,45.6673,0.5,France,FR-NAQ,48,Europe/Paris
Deuxville,48.6177,6.4552,France,FR-GES,62.8,Europe/Paris
Vignes-la-Côte,48.268,5.3057,France,FR-GES,15.7,Europe/Paris
Larmor,48.3326,-4.4422,France,FR-E,285.2,Europe/Paris
Saint-Baudel,46.8386,2.208,France,FR-F,10.9,Europe/Paris
Les Garrigues,44.6358,1.4272,France,FR-OCC,23.2,Europe/Paris
Las Bordes,44.9709,2.1355,France,FR-ARA,9.7,Europe/Paris
Maguelonne,43.5167,3.8833,France,FR-OCC,453.6,Europe/Paris
Riolo,48.0682,-2.4564,France,FR-E,37.9,Europe/Paris
Pleuville,49.6668,1.8236,France,FR-HDF,128.9,Europe/Paris
Laneuveville-devant-Bayon,48.4715,6.2666,France,FR-GES,48.2,Europe/Paris
Ploërdut,48.0873,-3.2871,France,FR-E,15.9,Europe/Paris
Colombier,45.8667,1.4,France,FR-NAQ,87.3,Europe/Paris
Colombier,44.7747,0.5268,France,FR-NAQ,47.1,Europe/Paris
Embourie,46.0404,0.0409,France,FR-NAQ,15.5,Europe/Paris
Niedersoultzbach,48.8494,7.4656,France,FR-GES,64.2,Europe/Paris
Éloie,47.6902,6.8735,France,FR-BFC,197.5,Europe/Paris
Les Labbes,46.0818,2.9951,France,FR-ARA,23.3,Europe/Paris
Bouliac,44.8193,-0.5026,France,FR-NAQ,406,Europe/Paris
Maillofargueix,46.0627,1.3937,France,FR-NAQ,18.7,Europe/Paris
Saint-Marcellin-lès-Vaison,44.2302,5.0983,France,FR-U,95.3,Europe/Paris
Molières,44.1933,1.3636,France,FR-OCC,30.6,Europe/Paris
Molières,44.7938,1.9347,France,FR-OCC,28.8,Europe/Paris
La Ganne,45.7343,2.2021,France,FR-NAQ,5.7,Europe/Paris
Saint-Denis-lès-Martel,44.9405,1.6616,France,FR-OCC,45.8,Europe/Paris
Erquery,49.4086,2.4573,France,FR-HDF,80.7,Europe/Paris
Contréglise,47.8255,6.0363,France,FR-BFC,10.5,Europe/Paris
Saint-Victor-sur-Loire,45.4413,4.2609,France,FR-ARA,2109.8,Europe/Paris
La Gendretière,47.297,1.6476,France,FR-F,62,Europe/Paris
Arcens,44.9001,4.3284,France,FR-ARA,21,Europe/Paris
Plestin-les-Grèves,48.6578,-3.6307,France,FR-E,107.5,Europe/Paris
Saint-Valbert,47.8554,6.3964,France,FR-BFC,57.9,Europe/Paris
Fontaine-Uterte,49.921,3.3696,France,FR-HDF,21,Europe/Paris
Pré de Mians,44.3489,5.5883,France,FR-U,2.3,Europe/Paris
Orbeil,45.5623,3.2771,France,FR-ARA,89,Europe/Paris
Perriers-sur-Andelle,49.4149,1.371,France,FR-NOR,166.6,Europe/Paris
Citou,43.3775,2.5408,France,FR-OCC,4.3,Europe/Paris
Escolives-Sainte-Camille,47.718,3.6079,France,FR-BFC,98.9,Europe/Paris
Le Grand-Madieu,45.941,0.4446,France,FR-NAQ,20.6,Europe/Paris
Landigou,48.7458,-0.471,France,FR-NOR,94.1,Europe/Paris
Fonteneilles,48.1886,2.7547,France,FR-J,213.9,Europe/Paris
Vieille-Église-en-Yvelines,48.6666,1.8768,France,FR-J,157.2,Europe/Paris
Loriol-du-Comtat,44.0765,5.0006,France,FR-U,240.9,Europe/Paris
Ondres,44.118,6.5942,France,FR-U,2.5,Europe/Paris
Reipertswiller,48.9331,7.464,France,FR-GES,49,Europe/Paris
Georges-Ville,41.6,9.2793,France,FR-H,68.1,Europe/Paris
La Chaud,45.1074,4.0164,France,FR-ARA,58.9,Europe/Paris
La Chaud,45.85,2.55,France,FR-ARA,10.6,Europe/Paris
Beblenheim,48.1581,7.3271,France,FR-GES,198.2,Europe/Paris
Missy-aux-Bois,49.3368,3.2505,France,FR-HDF,34.3,Europe/Paris
Saillac,44.3319,1.7622,France,FR-OCC,9.9,Europe/Paris
Lherm,43.4297,1.2216,France,FR-OCC,142.4,Europe/Paris
Lherm,44.5679,1.2454,France,FR-OCC,19.7,Europe/Paris
May-sur-Orne,49.1011,-0.3747,France,FR-NOR,401.3,Europe/Paris
Fléac-sur-Seugne,45.5339,-0.5394,France,FR-NAQ,47.2,Europe/Paris
La Mothe-aux-Aulnaies,47.9059,3.0883,France,FR-BFC,90.8,Europe/Paris
Marsac,45.059,-0.6906,France,FR-NAQ,112.6,Europe/Paris
Marsac,45.7412,0.0779,France,FR-NAQ,64.4,Europe/Paris
Marsac,46.0981,1.5869,France,FR-NAQ,35,Europe/Paris
Jassans-Riottier,45.9813,4.7614,France,FR-ARA,1387.4,Europe/Paris
Virecourt,48.4634,6.3207,France,FR-GES,93.1,Europe/Paris
Mundolsheim,48.6412,7.7141,France,FR-GES,979.5,Europe/Paris
Saint-Martin-d’Heuille,47.055,3.2255,France,FR-BFC,46.1,Europe/Paris
Saussens,43.5879,1.7221,France,FR-OCC,114.3,Europe/Paris
La Villette,48.4816,1.5222,France,FR-F,194,Europe/Paris
La Villette,46.8667,2.9333,France,FR-F,20.5,Europe/Paris
La Villette,46.7458,1.9228,France,FR-F,16.6,Europe/Paris
La Villette,46.8904,1.9466,France,FR-F,11.9,Europe/Paris
Avesnes-le-Comte,50.2777,2.5296,France,FR-HDF,228.2,Europe/Paris
Congénies,43.778,4.1596,France,FR-OCC,224.1,Europe/Paris
Genouilly,47.1911,1.8864,France,FR-F,19.8,Europe/Paris
Chervey,48.1249,4.4918,France,FR-GES,13.7,Europe/Paris
Deneuvre,48.4418,6.7372,France,FR-GES,280.8,Europe/Paris
Vallouise,44.8461,6.489,France,FR-U,10.4,Europe/Paris
Paizay Naudouin,46.0306,-0.0035,France,FR-NAQ,15.5,Europe/Paris
Guignen,47.9209,-1.863,France,FR-E,77.6,Europe/Paris
Essert,47.6334,6.817,France,FR-BFC,487.8,Europe/Paris
Essert,47.6388,3.7877,France,FR-BFC,22.2,Europe/Paris
Alixan,44.9743,5.0285,France,FR-ARA,89.8,Europe/Paris
Senven,48.49,-3.0462,France,FR-E,40.5,Europe/Paris
Eyroles,44.4169,5.2272,France,FR-ARA,4.5,Europe/Paris
Bréhain,48.9101,6.5392,France,FR-GES,33.8,Europe/Paris
Les Vachers,44.8221,6.0173,France,FR-U,8.6,Europe/Paris
Brabant-sur-Meuse,49.2723,5.3104,France,FR-GES,23.9,Europe/Paris
Passage d’Yainville,49.4543,0.8092,France,FR-NOR,64.6,Europe/Paris
Saint-Michel-de-Frigolet,43.8592,4.7261,France,FR-U,161.6,Europe/Paris
Écollemont,48.6211,4.733,France,FR-GES,23.4,Europe/Paris
Monsols,46.2195,4.5201,France,FR-ARA,52.1,Europe/Paris
Drignac,45.1644,2.3589,France,FR-ARA,27,Europe/Paris
Lubine,48.3169,7.1521,France,FR-GES,17.8,Europe/Paris
Granges,44.7213,1.6421,France,FR-OCC,7.8,Europe/Paris
Rouy,47.0259,3.5341,France,FR-BFC,17.9,Europe/Paris
Charlebourg,48.908,2.2507,France,FR-J,21509.3,Europe/Paris
Jons,45.8082,5.0807,France,FR-ARA,203.1,Europe/Paris
Épignol,47.2594,2.7217,France,FR-F,24.7,Europe/Paris
Émorots,47.6442,4.5164,France,FR-BFC,7.5,Europe/Paris
Signy,46.7547,0.3293,France,FR-NAQ,79.4,Europe/Paris
Peslières,45.4391,3.4597,France,FR-ARA,11.9,Europe/Paris
Saint-Aubin-de-Blaye,45.2679,-0.5608,France,FR-NAQ,70.2,Europe/Paris
Gréning,48.9726,6.8429,France,FR-GES,50.1,Europe/Paris
La Houssaye,48.9926,0.8037,France,FR-NOR,55.4,Europe/Paris
La Treille,44.9167,1.3,France,FR-NAQ,44.1,Europe/Paris
Laruns,43.2447,-0.8655,France,FR-NAQ,33.6,Europe/Paris
Laruns,42.9879,-0.4265,France,FR-NAQ,5.1,Europe/Paris
Kermen,47.7861,-3.3,France,FR-E,1326.7,Europe/Paris
Kermen,47.8071,-3.768,France,FR-E,107.4,Europe/Paris
Prey,48.9629,1.2156,France,FR-NOR,125.6,Europe/Paris
Oberbreitenbach,48.008,7.0965,France,FR-GES,88.1,Europe/Paris
Rillé,46.4813,0.8948,France,FR-NAQ,21.7,Europe/Paris
Buigny-lès-Gamaches,50.024,1.5669,France,FR-HDF,73.3,Europe/Paris
Saint-Christophe-sur-Dolaison,44.997,3.8203,France,FR-ARA,34.8,Europe/Paris
Veuxhaulles-sur-Aube,47.9452,4.8024,France,FR-BFC,11,Europe/Paris
Mulsanne,47.9117,0.2494,France,FR-R,268.8,Europe/Paris
Mesquer,47.3995,-2.4603,France,FR-R,115.1,Europe/Paris
Vailhan,43.5527,3.3025,France,FR-OCC,18.6,Europe/Paris
Tougouse,45.1667,2.4833,France,FR-ARA,9.4,Europe/Paris
Massillargues,44.0132,4.0239,France,FR-OCC,131.7,Europe/Paris
Tranzault,46.6306,1.8507,France,FR-F,17.9,Europe/Paris
Le Mesnil-Simon,49.0935,0.1053,France,FR-NOR,17.3,Europe/Paris
Saint-Quentin-sur-le-Homme,48.6475,-1.3181,France,FR-NOR,77.4,Europe/Paris
Villechétif,48.3118,4.1433,France,FR-GES,85,Europe/Paris
Chambeuil,45.1063,2.834,France,FR-ARA,16.2,Europe/Paris
Schœnbourg,48.8331,7.2655,France,FR-GES,90,Europe/Paris
Les Chalois,48.1741,3.6824,France,FR-GES,16.8,Europe/Paris
Garnier,44.3167,6.2833,France,FR-U,2.2,Europe/Paris
Forêt-la-Folie,49.2242,1.5297,France,FR-NOR,48.5,Europe/Paris
Nesploy,47.9975,2.3609,France,FR-F,31.1,Europe/Paris
Fougeires,44.8464,4.4934,France,FR-ARA,15.8,Europe/Paris
Neuvy-en-Sullias,47.7947,2.2444,France,FR-F,52.7,Europe/Paris
Ficaja,42.4221,9.3684,France,FR-H,12.7,Europe/Paris
Angicourt,49.3118,2.5042,France,FR-HDF,321.6,Europe/Paris
Johannisthal,48.843,7.3514,France,FR-GES,38.4,Europe/Paris
Sansac,45.8294,0.6801,France,FR-NAQ,15.2,Europe/Paris
Niederseebach,48.9492,7.9995,France,FR-GES,130.3,Europe/Paris
La Garde,46.2667,2.5667,France,FR-ARA,55.2,Europe/Paris
La Garde,44.9473,5.1229,France,FR-ARA,31.6,Europe/Paris
La Garde,45.267,3.9355,France,FR-ARA,22.1,Europe/Paris
La Garde,45.6833,2.6,France,FR-ARA,18.9,Europe/Paris
La Garde,45.0689,6.0483,France,FR-ARA,17.8,Europe/Paris
La Garde,46.3488,2.9662,France,FR-ARA,8.9,Europe/Paris
La Garde,45.3206,3.1406,France,FR-ARA,8.4,Europe/Paris
La Garde,44.8293,2.926,France,FR-ARA,5,Europe/Paris
Grand Chaventon,46.8496,1.404,France,FR-F,75.3,Europe/Paris
La Neuville-en-Hez,49.4035,2.3258,France,FR-HDF,34.8,Europe/Paris
La Vêlerie,47.7749,3.0474,France,FR-BFC,18.5,Europe/Paris
Kembs,47.6895,7.5032,France,FR-GES,314.9,Europe/Paris
Fesches-le-Châtel,47.5242,6.9053,France,FR-BFC,714.1,Europe/Paris
Douvy,47.115,-0.0594,France,FR-R,27.4,Europe/Paris
Vernouillet,46.5833,3.05,France,FR-ARA,46.6,Europe/Paris
Rilhac-Xaintrie,45.1671,2.1972,France,FR-NAQ,12.5,Europe/Paris
Béliet,44.5086,-0.788,France,FR-NAQ,35.2,Europe/Paris
Biécourt,48.3229,5.954,France,FR-GES,13.1,Europe/Paris
Blussans,47.4262,6.6062,France,FR-BFC,23.8,Europe/Paris
Serre-Martel,44.5667,5.6333,France,FR-U,1.4,Europe/Paris
Romagère-aux-Osiers,46.1667,2.6167,France,FR-ARA,25.9,Europe/Paris
Maynal,46.5587,5.4229,France,FR-BFC,38.3,Europe/Paris
Saint-Barthélemy-de-Vals,45.1694,4.8716,France,FR-ARA,116.3,Europe/Paris
Crech Metern,48.4643,-3.0442,France,FR-E,25.3,Europe/Paris
Brie,47.9511,-1.5377,France,FR-E,64.6,Europe/Paris
Ordiarp,43.1862,-0.9442,France,FR-NAQ,16.8,Europe/Paris
Izernac,47.5378,-2.2387,France,FR-E,82.4,Europe/Paris
Vauvert,43.6939,4.2759,France,FR-OCC,112.4,Europe/Paris
Roque-de-Thau,45.0786,-0.6369,France,FR-NAQ,104.6,Europe/Paris
Abbartello,41.6998,8.8438,France,FR-H,29.4,Europe/Paris
Lalonquette,43.4884,-0.3225,France,FR-NAQ,60.4,Europe/Paris
Bataillou,45.7673,0.7793,France,FR-NAQ,17.3,Europe/Paris
Le Yopson,46.9231,3.1345,France,FR-BFC,91.2,Europe/Paris
La Freissinouse,44.5338,6.01,France,FR-U,67,Europe/Paris
Sepvret,46.2863,-0.0904,France,FR-NAQ,38,Europe/Paris
Villetaneuse,48.6333,2.3333,France,FR-J,3719,Europe/Paris
Bénonces,45.827,5.4713,France,FR-ARA,19.9,Europe/Paris
Ruynet,44.5908,5.663,France,FR-U,2,Europe/Paris
Mazan-l’Abbaye,44.7281,4.0888,France,FR-ARA,2.6,Europe/Paris
Bachant,50.2154,3.8683,France,FR-HDF,258.7,Europe/Paris
Saint-Carreuc,48.3984,-2.7317,France,FR-E,87.7,Europe/Paris
La Riolais,47.6643,-1.4193,France,FR-R,51.2,Europe/Paris
Moulay,48.2725,-0.6273,France,FR-R,123.5,Europe/Paris
Goulème,44.6672,1.4175,France,FR-OCC,15.4,Europe/Paris
Le Monastère,44.3425,2.5785,France,FR-OCC,1434.8,Europe/Paris
Le Compas,45.986,2.4657,France,FR-NAQ,12.8,Europe/Paris
Clanay,47.081,2.7886,France,FR-F,19.3,Europe/Paris
Verger-sur-Dive,46.7821,0.0611,France,FR-NAQ,18,Europe/Paris
Le Marais,45.8231,6.3355,France,FR-ARA,32.7,Europe/Paris
Villers-lès-Roye,49.7062,2.7309,France,FR-HDF,38.2,Europe/Paris
Épalais,46.4932,2.602,France,FR-ARA,12.6,Europe/Paris
Arnaville,49.0113,6.0301,France,FR-GES,114.3,Europe/Paris
Saint-Prix,46.232,3.651,France,FR-ARA,37.4,Europe/Paris
Saint-Prix,44.9427,4.5008,France,FR-ARA,16.8,Europe/Paris
Le Chambon,44.7235,6.5718,France,FR-U,6.3,Europe/Paris
Meuvy,48.0839,5.5476,France,FR-GES,14.1,Europe/Paris
Lauzun,44.6302,0.4599,France,FR-NAQ,30,Europe/Paris
Cély-en-Bière,48.4588,2.5343,France,FR-J,215.3,Europe/Paris
Plessix-Balisson,48.5374,-2.1423,France,FR-E,185.6,Europe/Paris
Mont-Saint-Martin,49.5406,5.7794,France,FR-GES,1000.8,Europe/Brussels
Mont-Saint-Martin,49.3358,4.6465,France,FR-GES,6.8,Europe/Paris
Saint-Cyr-sur-Morin,48.9066,3.1802,France,FR-J,106.4,Europe/Paris
Satinges,47.0995,3.116,France,FR-BFC,32.3,Europe/Paris
Les Brais,46.6315,2.7564,France,FR-ARA,17.6,Europe/Paris
Chiesa,42.877,9.3555,France,FR-H,9.3,Europe/Paris
Chiesa,41.7532,9.1001,France,FR-H,6.1,Europe/Paris
Jonchery-sur-Vesle,49.2895,3.8135,France,FR-GES,728.2,Europe/Paris
Oradour-sur-Glane,45.9333,1.0308,France,FR-NAQ,60.6,Europe/Paris
La Colombe,48.8755,-1.181,France,FR-NOR,48.5,Europe/Paris
Andrein,43.392,-0.9001,France,FR-NAQ,18.7,Europe/Paris
Bohas,46.159,5.3886,France,FR-ARA,35.8,Europe/Paris
Juillé,45.93,0.1436,France,FR-NAQ,20.4,Europe/Paris
Juillé,46.1162,-0.2158,France,FR-NAQ,19.9,Europe/Paris
Les Bassineries,47.3087,2.4007,France,FR-F,6.6,Europe/Paris
Lastours,43.3337,2.3802,France,FR-OCC,42.6,Europe/Paris
Lillebonne,49.5203,0.5362,France,FR-NOR,627.3,Europe/Paris
Béthines,46.5472,0.9759,France,FR-NAQ,12.3,Europe/Paris
Cornillon,45.3973,4.2426,France,FR-ARA,390.1,Europe/Paris
Laillé,47.7906,0.3389,France,FR-R,53.1,Europe/Paris
Saint-Jean-de-Marcel,44.0588,2.2455,France,FR-OCC,19.4,Europe/Paris
Nogent-le-Roi,48.6478,1.5293,France,FR-F,315.5,Europe/Paris
La Cabanasse,42.5012,2.1147,France,FR-OCC,225.3,Europe/Paris
Couvicourt,49.1476,1.3594,France,FR-NOR,98.1,Europe/Paris
Givraines,48.1477,2.368,France,FR-F,36.3,Europe/Paris
Varennes,47.0733,3.5287,France,FR-BFC,34.9,Europe/Paris
Varennes,47.7317,3.415,France,FR-BFC,33.6,Europe/Paris
Varennes,47.9064,3.7861,France,FR-BFC,30.7,Europe/Paris
Le Manchet,45.42,6.9722,France,FR-ARA,16.9,Europe/Paris
Mauboux,47.0855,3.3625,France,FR-BFC,11.8,Europe/Paris
La Haie-Fonteng,48.1009,-1.4336,France,FR-E,243.3,Europe/Paris
Châlette-sur-Loing,48.0134,2.7359,France,FR-F,1049.5,Europe/Paris
Buais,48.5228,-0.9702,France,FR-NOR,28.5,Europe/Paris
Saint-Eden,48.6833,-4.1833,France,FR-E,231.8,Europe/Paris
Champcourt,48.2755,4.9497,France,FR-GES,9.3,Europe/Paris
Sainte-Marie-la-Robert,48.6223,-0.1551,France,FR-NOR,14.5,Europe/Paris
Posay,46.7768,0.8262,France,FR-NAQ,35.1,Europe/Paris
Chanonat,45.6924,3.0956,France,FR-ARA,132.6,Europe/Paris
Kernalégan,48.6455,-3.3826,France,FR-E,42.4,Europe/Paris
Clohars-Fouesnant,47.8976,-4.0681,France,FR-E,210.1,Europe/Paris
Chazelle,45.0735,3.787,France,FR-ARA,76.8,Europe/Paris
Petite Sainte-Anne,44.2663,5.9108,France,FR-U,47.6,Europe/Paris
Grémecey,48.8003,6.4068,France,FR-GES,9.6,Europe/Paris
L’Arbrisseau,50.5959,3.0518,France,FR-HDF,2002.7,Europe/Paris
Le Tourne,44.711,-0.401,France,FR-NAQ,299.4,Europe/Paris
Île-Tudy,47.8455,-4.1684,France,FR-E,480.8,Europe/Paris
Imbleville,49.7157,0.9523,France,FR-NOR,73.2,Europe/Paris
La Trétoire,48.8735,3.2517,France,FR-J,41.6,Europe/Paris
Morlet,46.9542,4.5098,France,FR-BFC,6.9,Europe/Paris
La Tranche-sur-Mer,46.3443,-1.4391,France,FR-R,131,Europe/Paris
La Serraz,45.6253,5.8491,France,FR-ARA,230.9,Europe/Paris
Malliargues,45.2136,2.9407,France,FR-ARA,15.7,Europe/Paris
La Guérillerie,45.8469,0.9013,France,FR-NAQ,78.1,Europe/Paris
Granges-Sainte-Marie,46.7809,6.2843,France,FR-BFC,52.3,Europe/Paris
Saint-André-d’Embrun,44.5863,6.5342,France,FR-U,18.4,Europe/Paris
Chartrier,45.0709,1.4521,France,FR-NAQ,27.1,Europe/Paris
Les Roux,44.6846,0.3781,France,FR-NAQ,81.4,Europe/Paris
Hancourt,49.9029,3.0736,France,FR-HDF,23.8,Europe/Paris
Souzy-la-Briche,48.5301,2.1488,France,FR-J,46,Europe/Paris
Kerbridou,48.5002,-3.2673,France,FR-E,19.5,Europe/Paris
Oucques,47.8225,1.2938,France,FR-F,59.7,Europe/Paris
Serres,47.3389,3.4533,France,FR-BFC,3.4,Europe/Paris
La Vicomté-sur-Rance,48.4887,-1.9826,France,FR-E,238,Europe/Paris
La Roche-Mabile,48.4903,-0.0518,France,FR-NOR,30.7,Europe/Paris
Aix-en-Ergny,50.5838,1.9996,France,FR-HDF,49,Europe/Paris
Frampas,48.519,4.8216,France,FR-GES,15.7,Europe/Paris
Clara,42.5853,2.4424,France,FR-OCC,34.9,Europe/Paris
Bierne,48.2068,4.0832,France,FR-GES,33,Europe/Paris
Perrusson,47.0987,1.0144,France,FR-F,55.4,Europe/Paris
Saparella,41.6409,9.0127,France,FR-H,14.2,Europe/Paris
Bueil,48.9319,1.4426,France,FR-NOR,328.9,Europe/Paris
Bueil,48.3631,0.8422,France,FR-NOR,34.1,Europe/Paris
Myennes,47.446,2.9336,France,FR-BFC,84.9,Europe/Paris
Grigny,50.3854,2.0672,France,FR-HDF,101.3,Europe/Paris
Grigny,50.5892,1.8512,France,FR-HDF,34.2,Europe/Paris
La Bertèche,48.3622,0.994,France,FR-F,23.2,Europe/Paris
Vouthon-Haut,48.4763,5.6176,France,FR-GES,5.5,Europe/Paris
Saugnac-et-Cambran,43.6709,-0.9928,France,FR-NAQ,132.3,Europe/Paris
Lilignod,45.9547,5.6864,France,FR-ARA,45.8,Europe/Paris
Saint-Julien-en-Jarez,45.4843,4.5176,France,FR-ARA,626.8,Europe/Paris
Ligny-en-Brionnais,46.2389,4.189,France,FR-BFC,23.6,Europe/Paris
Wangen,48.6184,7.4669,France,FR-GES,174.2,Europe/Paris
Mazerier,46.1252,3.1903,France,FR-ARA,38.5,Europe/Paris
Rimsdorf,48.9292,7.1247,France,FR-GES,48.4,Europe/Paris
Villeneuve sur Tarn,43.9434,2.4676,France,FR-OCC,22.3,Europe/Paris
Marclopt,45.6653,4.217,France,FR-ARA,68.6,Europe/Paris
Le Port-Blanc,47.3724,-3.2149,France,FR-E,38.6,Europe/Paris
Larives,44.8785,0.8088,France,FR-NAQ,54.1,Europe/Paris
Lormont,44.8792,-0.5217,France,FR-NAQ,2613.5,Europe/Paris
Woustviller,49.0764,7.0049,France,FR-GES,308,Europe/Paris
Soulodres,44.5056,0.6372,France,FR-NAQ,15.3,Europe/Paris
Sollières-Envers,45.2592,6.8056,France,FR-ARA,6.5,Europe/Paris
Assenoncourt,48.7712,6.7958,France,FR-GES,9.3,Europe/Paris
Castagnède,43.0536,0.9741,France,FR-OCC,52.9,Europe/Paris
Ernes,49.0163,-0.1239,France,FR-NOR,33.3,Europe/Paris
Lau-Balagnas,42.9944,-0.0916,France,FR-OCC,168.8,Europe/Paris
Lhuys,49.2782,3.5523,France,FR-HDF,32.7,Europe/Paris
Lamanon,43.6998,5.0887,France,FR-U,88.7,Europe/Paris
Bagneux,47.1832,1.7531,France,FR-F,8.1,Europe/Paris
Dreuil-lès-Molliens,49.9006,2.0385,France,FR-HDF,34.4,Europe/Paris
Bagneux,48.7983,2.3137,France,FR-J,9268.8,Europe/Paris
Sortosville,49.4799,-1.4332,France,FR-NOR,49.9,Europe/Paris
Fa,42.9383,2.1915,France,FR-OCC,31.7,Europe/Paris
Cazeneuve-Montaut,43.1826,0.8583,France,FR-OCC,14.2,Europe/Paris
Authoison,47.4881,6.1481,France,FR-BFC,20.8,Europe/Paris
Lué-en-Baugeois,47.5267,-0.2782,France,FR-R,31.3,Europe/Paris
Les Chèvres,48.073,3.1229,France,FR-BFC,23.5,Europe/Paris
Isle-Saint-Georges,44.7251,-0.4736,France,FR-NAQ,145.9,Europe/Paris
Gasville,48.4794,1.5648,France,FR-F,142.6,Europe/Paris
Moustier-Ventadour,45.3954,2.1047,France,FR-NAQ,17.8,Europe/Paris
Pandrignes,45.2284,1.8544,France,FR-NAQ,22.1,Europe/Paris
Léaz,46.0978,5.8825,France,FR-ARA,49.9,Europe/Paris
La Hérelle,49.5911,2.4144,France,FR-HDF,40,Europe/Paris
Cailloux-sur-Fontaines,45.8526,4.8747,France,FR-ARA,310.4,Europe/Paris
Valeoux,45.8321,2.0564,France,FR-NAQ,5.1,Europe/Paris
Saint-Genis,44.3802,5.7694,France,FR-U,3.1,Europe/Paris
Fréchou,44.0851,0.3206,France,FR-NAQ,15.2,Europe/Paris
Glicourt,49.9337,1.241,France,FR-NOR,44.9,Europe/Paris
Gorges,47.1011,-1.3027,France,FR-R,316.5,Europe/Paris
Champigny,49.2678,3.971,France,FR-GES,435,Europe/Paris
Champigny,48.3032,4.2379,France,FR-GES,34.5,Europe/Paris
Lairière,43.0157,2.4841,France,FR-OCC,3.8,Europe/Paris
Geneston,47.0578,-1.5139,France,FR-R,534.1,Europe/Paris
Les Poupardins,47.4389,2.5694,France,FR-F,9.2,Europe/Paris
Domvallier,48.3082,6.0842,France,FR-GES,37.9,Europe/Paris
Servin,47.3064,6.4625,France,FR-BFC,20.9,Europe/Paris
Saint-Laurent-la-Roche,46.5997,5.5157,France,FR-BFC,36.3,Europe/Paris
Chauny,49.6151,3.2186,France,FR-HDF,884.4,Europe/Paris
Longchamp,47.2597,5.2869,France,FR-BFC,82.2,Europe/Paris
Chaucre,45.9862,-1.3747,France,FR-NAQ,76.9,Europe/Paris
Le Palivestre,43.1,6.15,France,FR-U,428.7,Europe/Paris
Gramat,44.7794,1.7247,France,FR-OCC,59.7,Europe/Paris
Chavannes,45.0833,4.85,France,FR-ARA,841.7,Europe/Paris
Chavannes,45.1057,4.928,France,FR-ARA,110.6,Europe/Paris
La Douettée,47.5029,-1.9185,France,FR-R,47.4,Europe/Paris
Pech Sec,44.765,1.0193,France,FR-NAQ,60.2,Europe/Paris
La Haute Duquerie,48.56,0.6825,France,FR-NOR,25.3,Europe/Paris
Les Mazes,44.1578,3.3641,France,FR-OCC,5.3,Europe/Paris
Vieux Verger,48.1693,3.6385,France,FR-BFC,5.5,Europe/Paris
Ambiévillers,47.9752,6.1612,France,FR-BFC,10.9,Europe/Paris
Labadin,45.6167,3.7833,France,FR-ARA,24.9,Europe/Paris
Les Omergues,44.1719,5.6071,France,FR-U,4.2,Europe/Paris
Saint-Pierre-Colamine,45.5333,3.0167,France,FR-ARA,19,Europe/Paris
Venesmes,46.839,2.3123,France,FR-F,31,Europe/Paris
Pierre-Grosse,44.7251,6.8608,France,FR-U,5.8,Europe/Paris
Seynes,44.1165,4.2834,France,FR-OCC,10.2,Europe/Paris
Tronchoy,47.9535,5.3383,France,FR-GES,33.8,Europe/Paris
Arue,44.0605,-0.3509,France,FR-NAQ,6.4,Europe/Paris
Saucats,44.6527,-0.5966,France,FR-NAQ,26.9,Europe/Paris
Le Monthuaux,46.1203,1.841,France,FR-NAQ,27.5,Europe/Paris
Rumilly-lès-Vaudes,48.1443,4.2176,France,FR-GES,10.8,Europe/Paris
Hermet,44.7039,1.5938,France,FR-OCC,23.4,Europe/Paris
Le Fontagnieu,44.9705,5.8783,France,FR-ARA,2.9,Europe/Paris
La Gaufrière,48.1667,-0.85,France,FR-R,66.3,Europe/Paris
Daucourt,49.0389,4.8813,France,FR-GES,7.4,Europe/Paris
La Chapelle-sur-Chézy,48.947,3.3779,France,FR-HDF,39.4,Europe/Paris
Marchais,45.0489,-0.583,France,FR-NAQ,180.8,Europe/Paris
Belleroche,46.1681,4.4108,France,FR-ARA,21.7,Europe/Paris
Vaas,47.6689,0.3168,France,FR-R,53.5,Europe/Paris
Sévis,49.7064,1.1632,France,FR-NOR,55.7,Europe/Paris
Vignely,48.931,2.8084,France,FR-J,96.7,Europe/Paris
Colombiers,46.7723,0.4251,France,FR-NAQ,78.3,Europe/Paris
